Timestamp,Location,PM2.5,PM10,NO2,NH3,SO2,CO,O3
07-10-2020,Jaipur - Police Commissionerate,55.98,131.64,53.62,122.18,12.1,0.72,37.59
08-10-2020,Jaipur - Police Commissionerate,55.97,150.45,45.66,116.15,12.49,1.15,41.39
09-10-2020,Jaipur - Police Commissionerate,48.86,123.37,29.13,61.38,12.29,0.44,53.88
10-10-2020,Jaipur - Police Commissionerate,59.41,132.84,36.64,62.74,10.68,0.58,51.91
11-10-2020,Jaipur - Police Commissionerate,65.78,145.59,38.76,63.55,10.24,0.5,36.79
12-10-2020,Jaipur - Police Commissionerate,56.53,141.66,38.52,79.14,12.35,0.88,52.14
13-10-2020,Jaipur - Police Commissionerate,54.96,145.44,32.08,115.68,10.64,1.17,52.4
14-10-2020,Jaipur - Police Commissionerate,50.55,158.88,20.88,46.1,9.53,0.63,66.6
15-10-2020,Jaipur - Police Commissionerate,89.87,185.01,19.96,42.06,9.55,0.66,74.62
16-10-2020,Jaipur - Police Commissionerate,64.73,146.33,25.71,48.67,10.41,0.59,67.37
17-10-2020,Jaipur - Police Commissionerate,79.91,163.03,33.93,54.41,10.31,0.69,71.05
18-10-2020,Jaipur - Police Commissionerate,83.73,165.55,35.53,47.83,10.57,0.96,93.7
19-10-2020,Jaipur - Police Commissionerate,74.41,149.06,43.33,60.47,11.87,0.91,70.82
20-10-2020,Jaipur - Police Commissionerate,72.94,151.32,55.22,114.83,11.74,1.22,51.18
21-10-2020,Jaipur - Police Commissionerate,67.14,153.05,47.02,65.34,11.44,1.02,65.27
22-10-2020,Jaipur - Police Commissionerate,67.99,125.19,33.54,43.78,9.87,0.93,72.03
23-10-2020,Jaipur - Police Commissionerate,65.83,174.47,61.67,173.36,9.4,2.02,53.04
24-10-2020,Jaipur - Police Commissionerate,82.51,182.86,49.74,138.06,9.85,1.28,58.94
25-10-2020,Jaipur - Police Commissionerate,82.12,153.11,43.02,79.96,8.94,1.12,68.75
26-10-2020,Jaipur - Police Commissionerate,75.61,173.16,74.04,130.06,11.13,0.99,37.41
27-10-2020,Jaipur - Police Commissionerate,105.96,212.96,34.36,37.29,9.91,1.15,52.13
28-10-2020,Jaipur - Police Commissionerate,73.36,170.33,51.24,135.77,9.88,1.94,29.33
29-10-2020,Jaipur - Police Commissionerate,85.34,180.15,60.04,89.12,8.95,0.98,65.85
30-10-2020,Jaipur - Police Commissionerate,104.79,209.84,76.29,115.72,8.58,1.25,52.27
31-10-2020,Jaipur - Police Commissionerate,125.01,239.1,81.93,131.02,8.99,1.34,37.49
01-11-2020,Jaipur - Police Commissionerate,47.39,142.45,69.22,128.65,9.55,1.29,36.86
02-11-2020,Jaipur - Police Commissionerate,58.87,182.97,60.79,194.98,9.72,2.28,29.3
03-11-2020,Jaipur - Police Commissionerate,43.48,205.13,60.01,262.61,11.1,1.87,25.01
04-11-2020,Jaipur - Police Commissionerate,143.17,260.22,73.91,190.81,11.74,2.49,31.2
05-11-2020,Jaipur - Police Commissionerate,124.72,237.73,65.5,235.57,9.61,2.2,34.27
06-11-2020,Jaipur - Police Commissionerate,89.09,197.2,75.02,158.42,9.85,2.25,41.71
07-11-2020,Jaipur - Police Commissionerate,117.67,258.54,108.87,229.8,9.92,1.66,29.71
08-11-2020,Jaipur - Police Commissionerate,133.53,264.42,109.74,141.76,9.67,1.88,35.02
09-11-2020,Jaipur - Police Commissionerate,145.6,296.6,92.3,87.37,10.56,1.54,44.42
10-11-2020,Jaipur - Police Commissionerate,194.11,359.04,88.7,57.09,11.45,1.54,57.22
11-11-2020,Jaipur - Police Commissionerate,111.06,225.85,57.69,32.91,9.79,1.05,67.53
12-11-2020,Jaipur - Police Commissionerate,92.81,193.78,71.35,57.83,9.45,1.29,64.08
13-11-2020,Jaipur - Police Commissionerate,106.71,222.4,87.76,82.49,9.21,1.35,53.22
14-11-2020,Jaipur - Police Commissionerate,103.53,208.74,71.99,59.25,9.42,1.26,54.43
15-11-2020,Jaipur - Police Commissionerate,79.32,133.09,41.07,21.91,7.75,0.9,76.54
16-11-2020,Jaipur - Police Commissionerate,62.65,92.83,43.69,24.83,8.05,0.93,NA
17-11-2020,Jaipur - Police Commissionerate,53.79,99.04,68.09,45.02,9.96,1.01,40.18
18-11-2020,Jaipur - Police Commissionerate,55.1,108.29,68.5,41.68,10.65,0.72,56.15
19-11-2020,Jaipur - Police Commissionerate,71.35,159.22,73.51,45.3,10.25,0.72,64.65
20-11-2020,Jaipur - Police Commissionerate,75.67,159.47,97.93,74.71,10.74,0.88,48.41
21-11-2020,Jaipur - Police Commissionerate,73.98,152.12,95.46,88.07,12.48,1.18,47.83
22-11-2020,Jaipur - Police Commissionerate,72.71,154.61,106.28,84.8,11.8,1.3,42.05
23-11-2020,Jaipur - Police Commissionerate,66.85,129.09,89.23,48.51,10.43,0.95,41.21
24-11-2020,Jaipur - Police Commissionerate,66.48,128.9,94.15,35.94,11.76,1.19,63.25
25-11-2020,Jaipur - Police Commissionerate,74.34,157.74,71.33,26.7,10.62,0.89,80.27
26-11-2020,Jaipur - Police Commissionerate,60.13,108.29,75.62,29.28,9.64,1.08,58.04
27-11-2020,Jaipur - Police Commissionerate,43.48,80.29,75.37,33.85,11.19,0.98,38.73
28-11-2020,Jaipur - Police Commissionerate,57.67,143.7,103.8,80.44,12.67,1.43,32.34
29-11-2020,Jaipur - Police Commissionerate,66.25,143.15,99.92,65,11.06,1.19,47.97
30-11-2020,Jaipur - Police Commissionerate,69.86,187.11,97.19,117.7,12.38,1.14,35.71
01-12-2020,Jaipur - Police Commissionerate,75.83,169.08,89.11,90.62,13.2,1.2,34.98
02-12-2020,Jaipur - Police Commissionerate,72.22,166.11,70.1,98.05,12.52,1.33,29.38
03-12-2020,Jaipur - Police Commissionerate,91.86,234.58,57.55,185.57,15.23,2.14,30.36
04-12-2020,Jaipur - Police Commissionerate,94.17,255.99,58.09,224.97,13.62,1.45,23.17
05-12-2020,Jaipur - Police Commissionerate,82.8,203,54.83,191.72,13.15,2.03,31
06-12-2020,Jaipur - Police Commissionerate,79.54,178.33,68.72,134.4,11.39,1.06,25.65
07-12-2020,Jaipur - Police Commissionerate,104.75,200.3,76.97,102.47,13.58,1.38,38.23
08-12-2020,Jaipur - Police Commissionerate,85.91,156.71,80.32,84.16,10.96,1.31,38.25
09-12-2020,Jaipur - Police Commissionerate,66.3,147.41,75.21,111.85,12.18,1.55,33.32
10-12-2020,Jaipur - Police Commissionerate,59.93,150.05,78.9,68.56,11.77,0.95,39.49
11-12-2020,Jaipur - Police Commissionerate,78.24,151.01,55.71,30.21,10.85,0.9,54.19
12-12-2020,Jaipur - Police Commissionerate,51.56,93.48,51.54,27.44,10.53,0.85,46.11
13-12-2020,Jaipur - Police Commissionerate,46.54,88.46,48.65,25.67,10.44,0.81,47.41
14-12-2020,Jaipur - Police Commissionerate,35.9,69.07,49.74,27.79,9.64,0.82,44.92
15-12-2020,Jaipur - Police Commissionerate,55.48,93.28,50.14,29.71,10.99,0.9,45.19
16-12-2020,Jaipur - Police Commissionerate,48.34,88.78,59.93,34.7,10.46,0.91,45.78
17-12-2020,Jaipur - Police Commissionerate,49.43,97.85,59.11,33.48,10.63,0.86,43.02
18-12-2020,Jaipur - Police Commissionerate,67.6,156.84,82,107.11,15.08,1.93,41.94
19-12-2020,Jaipur - Police Commissionerate,88.15,182.62,83.7,96.81,12.09,1.23,28.77
20-12-2020,Jaipur - Police Commissionerate,96.08,194.78,86.09,188.18,16.6,2.32,25.44
21-12-2020,Jaipur - Police Commissionerate,86.34,187.59,83.27,181.86,11.19,1.89,22.25
22-12-2020,Jaipur - Police Commissionerate,93.22,183.78,89.03,139.9,10.64,1.6,25.49
23-12-2020,Jaipur - Police Commissionerate,72.39,161.51,82.17,70.6,8.41,0.99,31
24-12-2020,Jaipur - Police Commissionerate,77.04,159.72,87.81,61.34,11.94,1.47,52.19
25-12-2020,Jaipur - Police Commissionerate,86.13,141.22,78.92,75.73,21.89,1.36,45.2
26-12-2020,Jaipur - Police Commissionerate,96.29,176.65,89.92,101.8,12.78,1.68,43.88
27-12-2020,Jaipur - Police Commissionerate,77.41,144.67,63.31,36.35,10,0.84,51.91
28-12-2020,Jaipur - Police Commissionerate,67.22,209.28,67.12,72.77,15.71,1.36,32.61
29-12-2020,Jaipur - Police Commissionerate,70.6,156.11,78.3,79.25,13.37,1.08,24.35
30-12-2020,Jaipur - Police Commissionerate,63.08,121.69,62.34,37.22,14.3,1.04,41.05
31-12-2020,Jaipur - Police Commissionerate,58.31,125.1,76.01,94.03,15.26,1.86,46.46
01-01-2021,Jaipur - Police Commissionerate,77.74,155.49,71.25,42.39,9.93,0.97,48.9
02-01-2021,Jaipur - Police Commissionerate,88.56,170.75,61.85,36.65,10.07,1.2,45.57
03-01-2021,Jaipur - Police Commissionerate,117.05,190.49,67.6,44.03,9.09,1.09,33.87
04-01-2021,Jaipur - Police Commissionerate,51.08,90.52,54.47,33.13,9.97,0.81,33.4
05-01-2021,Jaipur - Police Commissionerate,36.88,102.94,58.16,53.75,9.73,1.09,32
06-01-2021,Jaipur - Police Commissionerate,36.91,131.13,62.28,58.94,9.57,0.7,23.12
07-01-2021,Jaipur - Police Commissionerate,66.41,123.12,55.42,55.68,12.97,1,24.41
08-01-2021,Jaipur - Police Commissionerate,73,135.05,67.82,72.03,12.25,2.07,25.19
09-01-2021,Jaipur - Police Commissionerate,86.27,129.33,55.85,63.4,8.68,1.17,19.97
10-01-2021,Jaipur - Police Commissionerate,75.95,123.46,69.01,74.19,10.23,1.13,33.45
11-01-2021,Jaipur - Police Commissionerate,57.88,92.15,84.22,91.12,19.81,1.28,35.73
12-01-2021,Jaipur - Police Commissionerate,68.74,142.1,108.75,203.35,17.88,2.17,22.38
13-01-2021,Jaipur - Police Commissionerate,90.96,185.2,103.94,210.79,13.52,2.21,26.75
14-01-2021,Jaipur - Police Commissionerate,109.56,273.74,103.2,220.96,13.33,2.31,32.09
15-01-2021,Jaipur - Police Commissionerate,79.79,76.95,72.59,107.01,12.8,1.3,56.7
16-01-2021,Jaipur - Police Commissionerate,70.71,185.63,106.29,114.72,15,1.78,54.6
17-01-2021,Jaipur - Police Commissionerate,100.49,167.81,78.55,83.17,7.16,1.86,34.73
18-01-2021,Jaipur - Police Commissionerate,95.93,211.44,60.23,61.75,12.83,1.78,46.15
19-01-2021,Jaipur - Police Commissionerate,113.58,231.02,104.02,156.95,12.29,1.81,33.48
20-01-2021,Jaipur - Police Commissionerate,102.21,212.91,115.58,179.09,13.52,2.21,29.02
21-01-2021,Jaipur - Police Commissionerate,90.52,173.68,117.9,145.82,14.09,2.18,21.77
22-01-2021,Jaipur - Police Commissionerate,119.02,183,96.26,184.13,12.32,1.77,30.49
23-01-2021,Jaipur - Police Commissionerate,97.91,155.06,81.14,98.17,11.24,1.41,38.47
24-01-2021,Jaipur - Police Commissionerate,133.05,203.72,76.45,79,11.98,1.49,39.97
25-01-2021,Jaipur - Police Commissionerate,86.88,141.66,74.72,77.34,11.96,0.92,49.38
26-01-2021,Jaipur - Police Commissionerate,116.81,175.56,86.93,123.66,14.29,1.5,39.44
27-01-2021,Jaipur - Police Commissionerate,87.2,153.16,101.26,168.2,10.74,1.87,35
28-01-2021,Jaipur - Police Commissionerate,80.58,168.86,100.23,143.68,15.68,1.41,38.56
29-01-2021,Jaipur - Police Commissionerate,90.93,200.41,96.18,145.36,17.44,1.54,35.89
30-01-2021,Jaipur - Police Commissionerate,93.1,191.07,101.78,201.06,18.8,1.96,27.53
31-01-2021,Jaipur - Police Commissionerate,58.05,148.51,83.19,145.67,16.19,1.29,35.12
01-02-2021,Jaipur - Police Commissionerate,78.97,155.54,101.44,146.88,19.73,2.15,30.05
02-02-2021,Jaipur - Police Commissionerate,98.18,194.71,106.35,238.27,17.51,1.94,27.43
03-02-2021,Jaipur - Police Commissionerate,70.31,142.79,101.38,198.7,13.5,1.75,25.58
04-02-2021,Jaipur - Police Commissionerate,76.97,149.74,71.88,85.06,13.07,0.99,35.53
05-02-2021,Jaipur - Police Commissionerate,64.69,108.6,60.61,65.05,12.32,0.92,38.89
06-02-2021,Jaipur - Police Commissionerate,50.79,85.07,65.99,71.8,13.49,0.98,38.11
07-02-2021,Jaipur - Police Commissionerate,78.86,139.91,87.66,136.99,14.22,1.09,32.88
08-02-2021,Jaipur - Police Commissionerate,82.4,106.47,77.18,131.91,12.22,1.39,29.94
09-02-2021,Jaipur - Police Commissionerate,97.82,143.76,92.99,212.05,13.59,1.49,34.6
10-02-2021,Jaipur - Police Commissionerate,87.34,176.44,104.07,139.66,14.59,1.17,28.15
11-02-2021,Jaipur - Police Commissionerate,55.95,122.25,80.38,126.73,16.67,1.87,51.35
12-02-2021,Jaipur - Police Commissionerate,71.31,149.58,78.52,97.37,14.61,1.22,43.21
13-02-2021,Jaipur - Police Commissionerate,69.94,135.75,75.14,93.78,14.35,1.36,45.23
14-02-2021,Jaipur - Police Commissionerate,75.18,127.84,76.19,113.62,9.72,4.33,57.86
15-02-2021,Jaipur - Police Commissionerate,84.13,174.2,93.17,121.76,9.88,0.97,33.43
16-02-2021,Jaipur - Police Commissionerate,69.67,117.39,98.96,122.66,10.29,1.25,31.94
17-02-2021,Jaipur - Police Commissionerate,67.97,123.34,88.14,101.66,9.89,1.07,34.93
18-02-2021,Jaipur - Police Commissionerate,59.48,100.62,73.09,65.71,9.88,1.38,47.5
19-02-2021,Jaipur - Police Commissionerate,58.98,120.56,86.6,56.7,9.75,1.14,48.28
20-02-2021,Jaipur - Police Commissionerate,60.95,137.79,84.34,73.42,10,0.65,48.64
21-02-2021,Jaipur - Police Commissionerate,70.86,134.2,86.58,80.3,10.03,2.99,43.67
22-02-2021,Jaipur - Police Commissionerate,73.54,153.15,106.89,129.15,9.98,1.73,31.55
23-02-2021,Jaipur - Police Commissionerate,101.74,223.45,110.55,143.12,10.07,2.18,27.9
24-02-2021,Jaipur - Police Commissionerate,110.94,234.34,83.69,146.5,10.08,1.67,21.05
25-02-2021,Jaipur - Police Commissionerate,46.35,172.27,65.32,102.24,9.85,1.54,23.07
26-02-2021,Jaipur - Police Commissionerate,32.17,153.39,70.87,79.25,10.06,1.32,23.25
27-02-2021,Jaipur - Police Commissionerate,44.2,162.21,61.6,58.67,10.06,1,25.3
28-02-2021,Jaipur - Police Commissionerate,56.72,199.39,55.01,38.18,10.33,0.79,35.16
01-03-2021,Jaipur - Police Commissionerate,46.83,124.16,59.26,33.15,9.87,0.91,45.97
02-03-2021,Jaipur - Police Commissionerate,51.15,92.6,52.99,28.82,10.11,0.92,49.52
03-03-2021,Jaipur - Police Commissionerate,38.95,131.51,76.09,78.07,9.88,1.98,44.29
04-03-2021,Jaipur - Police Commissionerate,57.21,228.93,74.83,115.18,10.05,2.02,34.34
05-03-2021,Jaipur - Police Commissionerate,78.82,189.84,75.73,47.73,10.08,0.99,31.22
06-03-2021,Jaipur - Police Commissionerate,69.55,170.07,73.93,62.8,32.41,1.49,31.66
07-03-2021,Jaipur - Police Commissionerate,65.26,150.95,71.71,33.86,5.82,1.06,25.3
08-03-2021,Jaipur - Police Commissionerate,60.61,173.8,57.65,18.85,8.06,0.95,31.49
09-03-2021,Jaipur - Police Commissionerate,51.74,121.57,53.57,21.09,10.22,0.82,37.5
10-03-2021,Jaipur - Police Commissionerate,59.3,132.81,63.52,19.04,9.8,1.01,36.67
11-03-2021,Jaipur - Police Commissionerate,58.2,121.57,51.5,14.1,9.76,0.85,49.69
12-03-2021,Jaipur - Police Commissionerate,37.85,74.43,32.15,11.5,10.38,0.7,54.67
13-03-2021,Jaipur - Police Commissionerate,43.5,74.21,45.76,23.6,7.52,0.91,55.37
14-03-2021,Jaipur - Police Commissionerate,54.61,94.94,56.61,33.12,9.9,0.93,46.99
15-03-2021,Jaipur - Police Commissionerate,67.92,118.09,51.27,27.81,9.77,0.91,54.12
16-03-2021,Jaipur - Police Commissionerate,95.1,179.78,57.18,33.77,9.87,0.88,38.5
17-03-2021,Jaipur - Police Commissionerate,128.96,226.31,55.18,61.8,10.06,1.2,39.32
18-03-2021,Jaipur - Police Commissionerate,123.64,218.69,42.45,21.92,9.88,0.85,55.59
19-03-2021,Jaipur - Police Commissionerate,55.24,89.97,47.14,25.39,9.91,0.84,51.87
20-03-2021,Jaipur - Police Commissionerate,68.78,95.19,53.54,30.46,10.07,0.93,41.7
21-03-2021,Jaipur - Police Commissionerate,100.96,144.61,42.54,22.22,9.94,0.84,55.27
22-03-2021,Jaipur - Police Commissionerate,80.76,137.67,49.02,26.64,9.94,0.78,42.21
23-03-2021,Jaipur - Police Commissionerate,44.24,137.08,44.56,24.74,12.91,0.64,42.3
24-03-2021,Jaipur - Police Commissionerate,34.53,100.23,59.35,48.61,14.74,0.84,40.91
25-03-2021,Jaipur - Police Commissionerate,49.05,126.61,62.21,72.33,17.12,0.89,40.25
26-03-2021,Jaipur - Police Commissionerate,74.33,161.26,85.08,135.76,19.68,1.07,26.9
27-03-2021,Jaipur - Police Commissionerate,109.08,217.71,69.82,80.64,22.76,1.21,38.42
28-03-2021,Jaipur - Police Commissionerate,102.85,178.84,75.54,62.5,18.76,1.58,38.52
29-03-2021,Jaipur - Police Commissionerate,72.57,128.4,49.89,22.27,24.73,0.72,36.11
30-03-2021,Jaipur - Police Commissionerate,231.43,515.62,53.38,20.25,21.42,0.84,39.94
31-03-2021,Jaipur - Police Commissionerate,151.9,287.02,57.01,22.25,24.96,0.84,50.72
01-04-2021,Jaipur - Police Commissionerate,66.39,128.57,60.79,23.2,27.75,0.91,55.91
02-04-2021,Jaipur - Police Commissionerate,60.79,120.22,69.8,28.04,19.2,1.67,55.27
03-04-2021,Jaipur - Police Commissionerate,55.75,106.06,66.43,91.29,18.48,1.42,49.1
04-04-2021,Jaipur - Police Commissionerate,71.02,145.17,84.16,123.77,11.77,1.48,40.37
05-04-2021,Jaipur - Police Commissionerate,82.35,160.92,89.5,95.21,10.84,1.11,25.61
06-04-2021,Jaipur - Police Commissionerate,80.94,152.45,66.69,26.22,24.74,0.83,27.48
07-04-2021,Jaipur - Police Commissionerate,222.65,303.79,55.51,22.36,24.45,0.85,39.72
08-04-2021,Jaipur - Police Commissionerate,84.25,169.17,62.8,22.55,20.39,0.87,45.04
09-04-2021,Jaipur - Police Commissionerate,67.04,109.6,59.4,24.37,16.33,0.94,49.76
10-04-2021,Jaipur - Police Commissionerate,73.4,107.39,57.31,26.31,14.75,0.9,49.21
11-04-2021,Jaipur - Police Commissionerate,72.95,109.4,57.89,32.01,17.07,1.38,48.86
12-04-2021,Jaipur - Police Commissionerate,116.65,170.53,85.05,45.32,25.92,1.49,29.19
13-04-2021,Jaipur - Police Commissionerate,119.06,173.17,78.84,37.62,21.04,1.24,32.04
14-04-2021,Jaipur - Police Commissionerate,126.85,192.38,82.62,29.5,20.78,1.05,36.53
15-04-2021,Jaipur - Police Commissionerate,84.44,148.59,84.87,33.64,23.45,0.86,21.95
16-04-2021,Jaipur - Police Commissionerate,41.86,195.25,50.63,26.16,13.54,0.29,28.81
17-04-2021,Jaipur - Police Commissionerate,40.49,95.81,37.24,20.82,4.66,0.19,42.79
18-04-2021,Jaipur - Police Commissionerate,51.72,122.2,32.63,19.5,4.59,0.24,54.23
19-04-2021,Jaipur - Police Commissionerate,56.44,114.43,50.12,21.22,17.27,0.59,40.86
20-04-2021,Jaipur - Police Commissionerate,92.58,215.46,48.68,22.14,9.19,0.88,38.82
21-04-2021,Jaipur - Police Commissionerate,72.47,131.86,38.11,20.32,6.2,0.75,46.65
22-04-2021,Jaipur - Police Commissionerate,43.67,60.16,30.53,19.39,4.32,0.7,65.83
23-04-2021,Jaipur - Police Commissionerate,55.89,100.09,24.27,18.44,8.19,0.8,69.15
24-04-2021,Jaipur - Police Commissionerate,50.53,85.58,35.21,19.22,11.02,0.72,60.88
25-04-2021,Jaipur - Police Commissionerate,53.83,91.37,39.56,19.7,18.42,0.85,63.64
26-04-2021,Jaipur - Police Commissionerate,60.68,100.63,62.78,25.78,14.38,1.13,37.17
27-04-2021,Jaipur - Police Commissionerate,79.88,122.29,67.66,29.5,18.29,0.96,40.14
28-04-2021,Jaipur - Police Commissionerate,75.68,125.88,76.78,33.94,25.63,1.17,27.95
29-04-2021,Jaipur - Police Commissionerate,115.78,169.83,57.42,24.08,13.61,1.16,40.97
30-04-2021,Jaipur - Police Commissionerate,114.06,213.5,32.5,20.11,6.83,0.73,58.1
01-05-2021,Jaipur - Police Commissionerate,69.57,102.11,27.94,19.35,4.14,0.82,63.79
02-05-2021,Jaipur - Police Commissionerate,63.2,99.67,31.57,19.69,6.78,0.71,47.72
03-05-2021,Jaipur - Police Commissionerate,61.94,95.61,34.24,20.15,10.36,0.84,33.84
04-05-2021,Jaipur - Police Commissionerate,41.97,106.41,40.06,21.13,11.09,0.72,38.13
05-05-2021,Jaipur - Police Commissionerate,65.25,127.06,40.67,21.36,19.6,0.84,38.76
06-05-2021,Jaipur - Police Commissionerate,169.04,214.7,35.23,20.49,8.78,0.85,52.06
07-05-2021,Jaipur - Police Commissionerate,92.8,161.99,31.29,19.32,18.05,0.72,56.25
08-05-2021,Jaipur - Police Commissionerate,50.53,117.15,27.98,19.42,17.5,0.81,69.5
09-05-2021,Jaipur - Police Commissionerate,80.31,111.47,22.69,18.71,17.33,0.78,72.95
10-05-2021,Jaipur - Police Commissionerate,47.81,92.91,19.83,18.38,21.81,0.73,65.68
11-05-2021,Jaipur - Police Commissionerate,49.46,103.86,21.94,18.49,20.09,0.75,54.17
12-05-2021,Jaipur - Police Commissionerate,36.58,137.97,23.58,18.63,18.37,0.78,50.94
13-05-2021,Jaipur - Police Commissionerate,44.64,85.44,23.62,18.6,12.31,0.68,59.98
14-05-2021,Jaipur - Police Commissionerate,49.98,84.21,24.42,18.72,9.26,0.86,62.91
15-05-2021,Jaipur - Police Commissionerate,43.9,69.16,24.78,18.57,6.59,0.85,53.56
16-05-2021,Jaipur - Police Commissionerate,51.06,108.78,28.69,19.21,9.29,0.95,66.87
17-05-2021,Jaipur - Police Commissionerate,35.62,61.76,21.2,18.78,12.73,0.81,59.71
18-05-2021,Jaipur - Police Commissionerate,26.09,55.67,25.62,19.25,5.77,0.74,41.85
19-05-2021,Jaipur - Police Commissionerate,17.95,36.06,26.34,19.24,3.07,0.8,25.46
20-05-2021,Jaipur - Police Commissionerate,14.61,42.37,26.84,19.26,11.31,0.87,38.69
21-05-2021,Jaipur - Police Commissionerate,39.41,89.72,37.12,20.62,8.62,0.79,40.13
22-05-2021,Jaipur - Police Commissionerate,25.82,72.97,26.33,19.14,12.63,0.66,66.82
23-05-2021,Jaipur - Police Commissionerate,44.4,214.74,25.49,18.93,16.76,0.68,52.94
24-05-2021,Jaipur - Police Commissionerate,34.33,122.21,38.18,20.17,20.64,0.76,48.73
25-05-2021,Jaipur - Police Commissionerate,39.54,161.61,39.35,20.7,15.14,0.69,57.46
26-05-2021,Jaipur - Police Commissionerate,66.78,154.31,27.68,19.24,9.89,0.75,59.34
27-05-2021,Jaipur - Police Commissionerate,34.29,93.79,28.71,19.24,10.32,0.82,49.83
28-05-2021,Jaipur - Police Commissionerate,44.71,98.7,31.6,19.35,13.61,0.48,45.88
29-05-2021,Jaipur - Police Commissionerate,31.44,101.19,27.32,19.06,18.86,1.48,52.01
30-05-2021,Jaipur - Police Commissionerate,34.64,107.15,20.98,18.44,8.86,1.23,52.6
31-05-2021,Jaipur - Police Commissionerate,44.37,132.26,23.98,18.44,9.66,0.62,53.97
01-06-2021,Jaipur - Police Commissionerate,59.93,281.84,24.13,18.95,5.67,1.45,62.76
02-06-2021,Jaipur - Police Commissionerate,53.75,89.47,34.73,19.85,7.59,1.47,53.38
03-06-2021,Jaipur - Police Commissionerate,47.58,76.94,43.35,21.81,12.7,1.23,59.44
04-06-2021,Jaipur - Police Commissionerate,66.14,127.28,57.42,22.41,29.74,1.66,49.86
05-06-2021,Jaipur - Police Commissionerate,42.73,90.34,33.62,19.51,25.44,2.49,44.72
06-06-2021,Jaipur - Police Commissionerate,41.6,92.26,28.27,19.32,20.34,1.05,46.85
07-06-2021,Jaipur - Police Commissionerate,49.28,120.55,30.47,19.79,22.68,1.06,48.09
08-06-2021,Jaipur - Police Commissionerate,37.32,98.15,31.48,19.48,8.19,1.03,41.83
09-06-2021,Jaipur - Police Commissionerate,41.74,103.11,32.83,19.99,9.18,1.18,33.29
10-06-2021,Jaipur - Police Commissionerate,38.48,95.06,31.17,19.4,11,1.15,36.19
11-06-2021,Jaipur - Police Commissionerate,37.3,60.21,27.52,19.53,10.11,1.18,29.19
12-06-2021,Jaipur - Police Commissionerate,NA,NA,NA,NA,NA,NA,NA
13-06-2021,Jaipur - Police Commissionerate,NA,NA,NA,NA,NA,NA,NA
14-06-2021,Jaipur - Police Commissionerate,38.65,97.34,44.4,20.79,8.79,1.13,27.59
15-06-2021,Jaipur - Police Commissionerate,40.24,85.95,33.64,20.2,9.24,1.23,25.38
16-06-2021,Jaipur - Police Commissionerate,44.95,109.7,31.44,19.94,10.41,1.15,34.85
17-06-2021,Jaipur - Police Commissionerate,36.44,93.63,40.48,25.14,10.06,1.05,48.12
18-06-2021,Jaipur - Police Commissionerate,48.34,96.19,35.02,20.58,13.58,1.29,63.9
19-06-2021,Jaipur - Police Commissionerate,34.27,74.71,39.14,23.44,13.98,2.77,45.5
20-06-2021,Jaipur - Police Commissionerate,45.63,74.03,34.12,24.73,9.69,1.14,34.8
21-06-2021,Jaipur - Police Commissionerate,64.67,221.08,49.85,29.82,10.78,1.21,39.46
22-06-2021,Jaipur - Police Commissionerate,56.14,174.66,42.42,26.5,11.1,1.16,40.57
23-06-2021,Jaipur - Police Commissionerate,58.44,157.88,36.47,59.74,11.71,1.18,44.28
24-06-2021,Jaipur - Police Commissionerate,54.12,135.66,41.13,58.5,8.74,1.23,35.41
25-06-2021,Jaipur - Police Commissionerate,44.05,102.45,35.76,32.09,8.03,0.92,37.95
26-06-2021,Jaipur - Police Commissionerate,44.87,80.07,47.65,27.97,11.98,1.04,32.83
27-06-2021,Jaipur - Police Commissionerate,57.11,135.59,32.01,30.71,9.17,0.88,48.77
28-06-2021,Jaipur - Police Commissionerate,58.36,133.64,37.89,31.14,13.23,0.98,53.4
29-06-2021,Jaipur - Police Commissionerate,56.15,150.03,52.34,37.11,11.83,1.19,41.01
30-06-2021,Jaipur - Police Commissionerate,44.84,96.75,31.52,30.4,7.12,0.87,35.04
01-07-2021,Jaipur - Police Commissionerate,38.64,98.4,45.61,37.56,9.11,0.78,29.01
02-07-2021,Jaipur - Police Commissionerate,37.75,108.75,30.89,29.71,10.54,1.09,32.06
03-07-2021,Jaipur - Police Commissionerate,45.46,107.39,33.62,30.08,15.37,0.8,32.62
04-07-2021,Jaipur - Police Commissionerate,54.1,117.95,32.63,28.37,17.35,0.88,28.71
05-07-2021,Jaipur - Police Commissionerate,55.69,121.28,46.68,33.5,12.48,0.98,23.02
06-07-2021,Jaipur - Police Commissionerate,49.74,119.35,49.05,38.34,10.52,1.06,26.28
07-07-2021,Jaipur - Police Commissionerate,44.41,114.29,38.54,35.01,18.7,1.27,23.48
08-07-2021,Jaipur - Police Commissionerate,41.33,111.92,37.25,33.16,16.2,0.93,29.96
09-07-2021,Jaipur - Police Commissionerate,41.5,122.32,45.96,34.87,14.14,1.06,37.65
10-07-2021,Jaipur - Police Commissionerate,51.64,122.98,43.04,33.85,15.78,1.12,31.86
11-07-2021,Jaipur - Police Commissionerate,42.75,67.67,27.39,28.69,19.27,1.09,33.56
12-07-2021,Jaipur - Police Commissionerate,49.72,99.44,36.59,29.83,21.2,1.31,25.51
13-07-2021,Jaipur - Police Commissionerate,41.86,61.36,29.7,29.29,20.26,1.06,24.06
